Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MRPL19,1392.029263987608,0.7412441178180631,0.12733321880402235,5.82129411932095,5.8393705057398965e-9,5.17592416926186e-8
LANCL1,1801.77464761072,0.5122809177651572,0.1175828880754592,4.356764203957971,1.3199933590280314e-5,6.2156415779736e-5
WDR75,1461.3771614604082,0.8464074059844808,0.12842567738530233,6.590639996743734,4.379346237710085e-11,5.720521023008799e-10
EFEMP1,4.1254496760617645,2.9685111636248247,2.091046659879518,1.4196293275425353,0.15571562268353098,NA
REG1A,2.8685322918018064,-1.0231124394671567,2.307749826270134,-0.443337673703023,0.6575215098387746,NA
FANCL,1078.6463641676414,1.0050837372988592,0.13723705101016875,7.323705441793458,2.4121584931631845e-13,4.8134077268095506e-12
FN1,1927.9077959764816,-0.3215562926020905,0.13539995435811736,-2.374862636597432,0.017555482035233362,0.041235549013315796
STAT1,3083.210310461421,0.23175414362838884,0.10276134131319783,2.255265848681796,0.024116646892429205,0.05434525298481238
GLS,3345.6556925886853,0.39199859096536893,0.11470598105769826,3.417420672843465,6.321751417632433e-4,0.0021238303620489335
PAPOLG,767.5589450762146,0.6927751462840135,0.15470706737395287,4.477979952974352,7.5352675609901965e-6,3.71801037334643e-5
DNAH6,13.679388807330405,-0.5132700248859332,1.0137967198524638,-0.5062849532208277,0.6126566244234009,NA
PECR,273.42260045306523,0.29367401940575105,0.23289897954850172,1.2609502195976465,0.2073267829878741,0.3231727467981323
UNC50,1222.6033472827928,0.42318843352972313,0.13121529367314705,3.2251456494383306,0.0012590859509166471,0.003969379414965073
IGFBP2,5.4785519344109295,0.021835810579825886,1.5622409252354539,0.013977236306579852,0.9888481420597899,NA
ELMOD3,1073.9251301365616,-0.3424096713468479,0.13726048434776605,-2.4945975746327074,0.012610005129979784,0.030891011950123212
IGFBP5,37.759700706910884,-1.2391498606322109,0.6166401912338971,-2.0095184813572917,0.0444821767166841,0.091712732991668
USP34,5716.697447090894,0.5746634690647023,0.1044548925307983,5.501546697731406,3.7647386817484e-8,2.884943517024874e-7
EFHD1,67.31336161911216,-0.6437917726395865,0.4857061046781522,-1.3254759749544183,0.18501333275199364,0.29541131658953224
KCNJ13,5.202966605560797,0.5039115826483442,1.5544126224189145,0.32418135016439664,0.7458007407219103,NA
CCT4,12145.435615798651,0.48342048882318556,0.09005900549295486,5.367819533172645,7.969423524323594e-8,5.753923784561635e-7
GGCX,2880.1278657166663,0.40449021335885826,0.11660889759867969,3.4687765829923953,5.228340475000137e-4,0.0017944459832519917
EHBP1,958.3361894786715,0.6001779367483651,0.14439034777187804,4.156634747473458,3.2296971518685335e-5,1.4205945270347748e-4
